"matched_taxon_name","Kingdom","Phylum","Class","Subclass","Infraclass","Subterclass","Superorder","Order","Superfamily","Family","Genus","Species","Subfamily","Tribe","Subphylum","Suborder","Superclass","Subgenus","Infraorder","Parvorder","Subspecies","Section","Subsection","Flokkun","id","N","Artal","skipting","stod","Nu","gamalt","A","worms","Nfm","Major Group","Family code","Species code","Taxon name","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3A",3,2015,4,"E3",12,"Mya arenaria","140430",138211,100,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4B",2,2014,1,"E4",2,"Mya arenaria","140430",138211,17,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8A",8,2016,4,"B8",32,"Mya arenaria","140430",138211,267,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3B",1,2015,4,"E3",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","C4B",3,2015,4,"C4",12,"Mya arenaria","140430",138211,100,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","C4A",1,2017,4,"C4",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3A",2,2017,4,"E3",8,"Mya arenaria","140430",138211,67,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B0A",1,2014,1,"B0",1,"Mya arenaria","140430",138211,8,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4A",1,2014,1,"E4",1,"Mya arenaria","140430",138211,8,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4B",7,2017,4,"E4",28,"Mya arenaria","140430",138211,233,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3C",7,2014,4,"E3",28,"Mya sp.","Error : (206) Partial Content - Mya
",138211,233,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","A7C",7,2016,4,"A7",28,"Mya arenaria","140430",138211,233,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B5A",1,2016,4,"B5",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4A",2,2017,4,"E4",8,"Mya arenaria","140430",138211,67,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8B",12,2016,4,"B8",48,"Mya arenaria","140430",138211,400,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8A",1,2015,4,"B8",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8B",1,2015,4,"B8",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B5A",1,2015,4,"B5",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8C",4,2017,4,"B8",16,"Mya sp.","Error : (206) Partial Content - Mya
",138211,133,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8A",1,2017,4,"B8",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","C4C",1,2015,4,"C4",4,"Mya arenaria","140430",138211,33,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","B8C",2,2015,4,"B8",8,"Mya sp.","Error : (206) Partial Content - Mya
",138211,67,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E4B",3,2015,4,"E4",12,"Mya arenaria","140430",138211,100,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya arenaria","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya arenaria","E3A",5,2014,4,"E3",20,"Mya arenaria","140430",138211,167,"MOBI","0402","0635","Mya arenaria","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Mya truncata","Animalia","Mollusca","Bivalvia","Autobranchia","Heteroconchia","Euheterodonta","Imparidentia","Myida","Myoidea","Myidae","Mya","","","","","","","","","","","","","Mya truncata","B8C",1,2014,4,"B8",4,"Mya truncata","140431",138211,33,"MOBI","0402","0640","Mya truncata","EP","D","F","Om","pom/phy/zoo","Su","EP-Su"
"Myriochele","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Myriochele","Myriochele oculata","","","","","","","","","","","","Myriochele oculata","U2C",1,2013,1,"U2",1,"Myriochele oculata","130543",130543,8,"POSE","0274","1002","Myriochele sp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Myriochele","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Myriochele","Myriochele oculata","","","","","","","","","","","","Myriochele oculata","B5",4,1999,1,"B5",4,"Myriochele oculata","130543",130543,178,"POSE","0274","1002","Myriochele sp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Myriochele","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Myriochele","Myriochele oculata","","","","","","","","","","","","Myriochele oculata","C4",2,1999,1,"C4",2,"Myriochele oculata","130543",130543,89,"POSE","0274","1002","Myriochele sp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","B0C",6,2014,1,"B0",6,"Mytilidae","211",211,50,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","E3A",2,2014,1,"E3",2,"Mytilidae","211",211,17,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Crenella","","Crenellinae","","","","","","","","","","","Crenella","U1B",3,2013,8,"U1",24,"Crenella sp","138216",138216,200,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","C4B",2,2016,4,"C4",8,"Mytilidae","211",211,67,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","C4C",4,2014,4,"C4",16,"Mytilidae","211",211,133,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilidae","E3B",3,2014,1,"E3",3,"Mytilus edulis","140480",140480,25,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","B8B",2,2017,4,"B8",8,"Mytilidae","211",211,67,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilidae","B8B",1,2014,1,"B8",1,"Mytilus edulis","140480",140480,8,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilidae","E3C",16,2014,4,"E3",64,"Mytilidae","211",211,533,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Crenella","","Crenellinae","","","","","","","","","","","Crenella","A7B",1,2015,4,"A7",4,"Crenella sp","138216",138216,33,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilidae","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Crenella","","Crenellinae","","","","","","","","","","","Crenella","C4B",1,2015,4,"C4",4,"Crenella sp","138216",138216,33,"MOBI","0404","0404","Mytilidae indet.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilus edulis","B8",3,1999,1,"B8",3,"Mytilus edulis","140480",140480,133,"MOBI","0404","0665","Mytilus sp.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilus edulis","B5",20,1999,1,"B5",20,"Mytilus edulis","140480",140480,889,"MOBI","0404","0665","Mytilus sp.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilus edulis","E3",8,1999,1,"E3",8,"Mytilus edulis","140480",140480,356,"MOBI","0404","0665","Mytilus sp.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilus edulis","E3C",4,2015,1,"E3",4,"Mytilus edulis","140480",140480,33,"MOBI","0404","0665","Mytilus sp.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","Mytilus","Mytilus edulis","Mytilinae","","","","","","","","","","","Mytilus edulis","C4",28,1999,1,"C4",28,"Mytilus edulis","140480",140480,1244,"MOBI","0404","0665","Mytilus sp.","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus eduliscomplex","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilus edulis","B5C",7,2015,4,"B5",28,"Mytilidae","211",211,233,"MOBI","0404","0663","Mytilus eduliscomplex","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Mytilus eduliscomplex","Animalia","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","","","Mytilida","Mytiloidea","Mytilidae","","","","","","","","","","","","","","Mytilus edulis","C4B",4,2015,4,"C4",16,"Mytilidae","211",211,133,"MOBI","0404","0663","Mytilus eduliscomplex","EP","D","A","Om","pom/phy/zoo","Su","EP-Su"
"Naineris","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Orbiniidae","Naineris","Naineris quadricuspida","Orbiniinae","","","","","","","","","","","Naineris quadricuspida","E3A",1,2014,4,"E3",4,"Naineris quadricuspida","130517",130517,33,"POSE","0272","1012","Naineris spp.","SS","M","F","Om","sed/pom/mic","De","SS-De"
"Naineris","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Orbiniidae","Naineris","Naineris quadricuspida","Orbiniinae","","","","","","","","","","","Naineris quadricuspida","E4B",1,2014,1,"E4",1,"Naineris quadricuspida","130517",130517,8,"POSE","0272","1012","Naineris spp.","SS","M","F","Om","sed/pom/mic","De","SS-De"
"Naineris","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Orbiniidae","Naineris","Naineris quadricuspida","Orbiniinae","","","","","","","","","","","Naineris quadricuspida","E4A",2,2014,1,"E4",2,"Naineris quadricuspida","130517",130517,17,"POSE","0272","1012","Naineris spp.","SS","M","F","Om","sed/pom/mic","De","SS-De"
"Naineris","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Orbiniidae","Naineris","Naineris quadricuspida","Orbiniinae","","","","","","","","","","","Naineris quadricuspida","E3B",2,2014,4,"E3",8,"Naineris quadricuspida","130517",130517,67,"POSE","0272","1012","Naineris spp.","SS","M","F","Om","sed/pom/mic","De","SS-De"
"Naineris","Animalia","Annelida","Polychaeta","Sedentaria","Scolecida","","","","","Orbiniidae","Naineris","Naineris quadricuspida","Orbiniinae","","","","","","","","","","","Naineris quadricuspida","B0C",28,2014,1,"B0",28,"Naineris quadricuspida","130517",130517,233,"POSE","0272","1012","Naineris spp.","SS","M","F","Om","sed/pom/mic","De","SS-De"
"Naticidae","Animalia","Mollusca","Gastropoda","Caenogastropoda","","","","Littorinimorpha","Naticoidea","Naticidae","","","","","","","","","","","","","","Naticidae","E4C",1,2017,4,"E4",4,"Naticidae","145",145,33,"MOGA","0584","0584","Naticidae indet.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtyidae","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephtyidae","U2A",2,2013,1,"U2",2,"Nephtiydae sp","956",956,17,"POER","0202","0202","Nephtyidae indet.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtyidae","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephtyidae","U2B",3,2013,1,"U2",3,"Nephtiydae sp","956",956,25,"POER","0202","0202","Nephtyidae indet.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtyidae","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephtyidae","U1A",1,2013,1,"U1",1,"Nephtiydae sp","956",956,8,"POER","0202","0202","Nephtyidae indet.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3B",1,2017,1,"E3",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3A",2,2014,1,"E3",2,"Nephtyidae sp","956",956,17,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3A",3,2015,1,"E3",3,"Nepthys","Error : (204) No Content - Nepthys
",129370,25,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","C4A",1,2017,1,"C4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3C",1,2014,1,"E3",1,"Nephtyidae sp","956",956,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","C4C",1,2016,1,"C4",1,"Nephtyidae","956",956,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E4B",1,2017,1,"E4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","A7B",1,2015,1,"A7",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E4C",1,2015,1,"E4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","C4C",1,2017,1,"C4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E4A",1,2017,1,"E4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","C4A",1,2015,1,"C4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephtys","C4B",1,2016,1,"C4",1,"Nephtys","129370",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephtys","E4C",2,2016,1,"E4",2,"Nephtys","129370",129370,17,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3C",1,2015,1,"E3",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3C",1,2017,1,"E3",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3B",1,2015,1,"E3",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E3A",2,2017,1,"E3",2,"Nepthys","Error : (204) No Content - Nepthys
",129370,17,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","B5C",1,2017,1,"B5",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nephtys","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nephtyidae","Nephtys","","","","","Phyllodocida incertae sedis","","","","","","","","Nephthys","E4B",1,2015,1,"E4",1,"Nepthys","Error : (204) No Content - Nepthys
",129370,8,"POER","0202","0730","Nephtys spp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Nereis pelagica","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Nereididae","Nereis","Nereis pelagica","Nereidinae","","","Nereidiformia","","","","","","","","Nereis pelagica","E3C",1,2014,4,"E3",4,"Nereis pelagica","130404",130404,33,"POER","0204","0750","Nereis pelagica","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic"
"Nereis procera","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Pectinariidae","Cistenides","Cistenides hyperborea","","","","Terebelliformia","","","","","","","","Cistenides hyperborea","E3A",1,2016,4,"E3",4,"Cistenides hyperborea","157317",157317,33,"POER","0204","0760","Nereis procera","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic"
